language;text;class
"en";"Calling All Who Are Sick, Diseased, or Just in Need of a Miracle. Maybe You Know Someone in Need of a Miracle! Spec… https://t.co/EIg1bf7Xfk";
"en";"So far five people I know have the flu, and every single person was at 1716 in Auburn this weekend 🤔😂";
"en";"It feels great to be off work before 5 with a cold beer in my hand. 🙌🏼💯🍻";
"en";"Took a 4 hour nap what a relief 😊but still feel sick as ever";
"en";"Cold day feels @808GRINDS. 🍜😋🤙🏽💯 #saimin #hawaiianstyle #hawaiian #808Grinds https://t.co/U7IKyD0TkB";
"en";"Dangerously cold in Fairbanks today https://t.co/3kpvyK1o28";
"en";"singing christmas songs in my head right now i'm so cold";
"en";"Cold Lampin'! is THIS Friday at #HotelVegas ! Come out n dance to ur favorite old school hip hop… https://t.co/GJC0D42v3g";
"en";"You know endless is massively underrated album, frank did a sick job on both";
"en";"Game changer no.1 hot sauce! @nandosuk #mild Add some flavour to your cold chicken or any meat… https://t.co/Oie0o0lrkh";
"en";"Beautiful, must be cold!!'⚡️ “'Jewel ice' glitters on Japanese beach” https://t.co/fTJQ1Y0NKB";
"en";"It's for cancer research, and my word I'm sick of cancer, let's sort it out https://t.co/vgbtY1hFwi";
"en";"@WhiteHouse @POTUS democrats are sick disgusting people";
"en";"Angie was killed by Annette Mills too and she was part of SWV; Angie was sick and did not know it and she went out… https://t.co/NAw31qkFHO";
"en";"'YOU CANT EAT A SANDWICH COLD? DUMBASS' https://t.co/gm3T5p5AcA";
"en";"It's a cold world we live in..";
"en";"Wtf. It's some sick ass people https://t.co/LjaOgwNHCX";
"en";"Thought of tomorrow is making me feel physically sick #mathsresults";
"en";"I'm feeling sick, might stay at home tomorrow, really not feeling well";
"en";"'Why tf you ain't eat it cold?' 😂 https://t.co/YqPVIPLA7n";
"en";"⚡️ “Aleppo: a cold and broken place. ” by @BowenBBC https://t.co/QIoLVohcon";
"en";"Cashmere Cat has sick ass beats";
"en";"@TheTide hello from somewhere extremely cold and boring";
"en";"Bored of the cold weather now x https://t.co/iJmWI1Xh9H";
"en";"London this morning. Cold. Crispy and sunny. A day of singing with some chaps who'll I'll… https://t.co/eRYXtAiCB7";
"en";"When in FL. Drink craft classic #goldencanstand... (Duke's Cold Nose Brown Ale) https://t.co/zJU0bauhx4 #photo";
"en";"cold chicken tastes better than warm chicken imo";
"en";"im tired and i feel so sleepy and im cold ugh";
"en";"gonna take a sick day from now till summer";
"en";"@ParadoxNow_ @hehehihi16 i got told that if you have checked they have a dry diaper, that they have been fed and don't have a fever then let";
"en";"Bc this lineup is sick &amp; im trying to see Flume AGAIN this summer😛 #bonnaroo #ShareToWin https://t.co/leYQmY5ljk";
"en";"@ARTalano Hi I'm Brenna's mom. I know she has an art show today, but her sister is too sick to leave/bring. I'm so sorry, and so proud! TY!😌";
"en";"I have baby fever but I need to get over this shit because I don't like kids 😂😂😂";
"en";"i just wanna stay in bed for the next week. t god my roomie is sick w me 😰 @triSARAtopssss";
"en";"It's so cold today that even my PHO is cold!! #WTH Please 🙏🏽 #MotherNature at least above 0. This negative deep tem… https://t.co/uTW4NCDX5D";
"en";"Week 2 and I'm already sick again, I ordered new letters though so it's okay 🤗";
"en";"Feed a cold";
"en";"Being cold has got to be the worst 😨";
"en";"Young thug came out too cold https://t.co/ZYVJrIvkVz";
"en";"Fever 😷";
"en";"Hate crimes, sick parents, not being able to marry who you love. Trump, we're not going… https://t.co/Ir9oSzJqNa";
"en-gb";"@standardnews sick and tired of snowflakes and Libtards ruining our great country . Feck off !!!";
"en";"On the port now - it's cold here!! https://t.co/9qredJX9bP";
"en";"I've been sick for at least 7 days now. Send halppppp plzzzz";
"en";"Nice little endorsement of @theresa_may's hard #Brexit there from #France's far-right leader Le Pen. Pass the sick… https://t.co/EFlwRr7HpX";
"en";"Fuck man. I'm so gucking sick. Haven't had the cold in forever and at work. Fucking blows";
"en";"getting hella sick during finals week is always great 🙃";
"en";"Imagine if the 2012 Oklahoma City Thunder team was still together..#sick";
"en";"Real sick of your shit Steve https://t.co/uT3a00ygfJ";
"en";"Fucking 101 fever";
"en";"STIGMATIZING A MENTALLY CHALLENGED IS ONE SICK ACT EVER !!! @MENTALHEALTHEA1 @uca4_mh @usa4mh @UWA4MH";
"en";"I feel sick 😩😭";
"en";"I would love to be an artist, imagine jamming with your mates to your own sick tune lol";
"en";"feel mentally and physically sick";
"en";"@Danreyes427 @RUINER this pussy ass nigga can't eat a cold sandwich 😂😂😂";
"en";"When it's cold outside, you go to the museum with your babe !!! @Medb_B 😹👯- Hito Steyerl -… https://t.co/8qjXbvUk3f";
"en";"Too cold wit it 😿 https://t.co/QSIPIrn6mT";
"en";"lmao fat boy had a sick Nike headband .. Shit look like some drawls on his head";
"en";"Boycott this film, that is sick and disturbing to have traumatized and risked that dogs life all in the name of a '… https://t.co/luYDbUM6uW";
"en";"The night is long with this flu. Not even Game of Thrones can bore me enough to fall asleep and feel better";
"en";"Sick of niggas thinking somebody owe them sum shit , FOH.";
"en";"Peak times in the gym make me feel sick- people EVERYWHERE 🤢🤢🤢🤢";
"en";"@ARTalano Hi I'm Brenna's mom. I know she has an art show today, but her sister is too sick to leave/bring. I'm so sorry, and so proud! TY!😌";
"en";"Silversun Pickups announced a Boston show playing with none other than Third Eye fucking Blind this day is sick";
"en";"In bed all day WASH YOUR HANDS PEOPLE!! This flu bug, virus or… https://t.co/bd7hTmq2Kr";
"en";"boy money got me sick";
"en";"@slavexstate but speaking of I did see that page you and your girlfriend started about your favorite panels which was sick!";
"en";"Currently at that annoying part of a cold where your eye waters non stop, resulting in me looking like I'm constantly crying from only 1 eye";
"en";"im gonna start spelling cute like xute bc i always do it anyway and i'm sick of correcting it";
"en";"Joey's 'fast acting' remedy for the stomach flu: Sleep Lots of ginger ale Anything with bismuth in it The smiths Sleep Water Repeat";
"en";"Sick and Tired Of The Human Condition";
"en";"Pretty sure the cold air hitting the lungs hurt more than the thresholds ❄🚴 #turbotraining";
"en";"This weather always make me sick 😷 when it change";
"en";"The damn award for DH is NAMED AFTER HIM! These NL idiots not putting him on their ballots make me sick. #EdgarHOF https://t.co/YZEgZMdThi";
"en";"#America, if you're tired of breathing fresh air and drinking clean water; if you're sick of clean rivers &amp; waterways, confirm#ScottPruitt.";
"en";"So late order from Deliveroo. Arrives. One friend's meal entirely missing. All food cold. Real horror show from @Deliveroo and @MEATLiquor.";
"en";"@BlueMoonC2012 cough cough. Looks like I will be sick tomorrow";
"en";"Uhmm que temperatura amena :) #cold #frio #janeiro #inverno… https://t.co/QJc59qPv7P";
"en";"Quoting this tweet because RTing would be COLD 😅 #StayFrosty☃️ https://t.co/Gj6sZlqHQz";
"en";"⚡️ “Aleppo: a cold and broken place. ” by @BowenBBC https://t.co/Emfka7kICo";
"en";"This better not be some kind of sick joke, Michael. https://t.co/tkugzNTw5k";
"en";"@BostonGlobe @Barbie892 Health ins should be a right for all, not an obligation or for profit business. Feel free to never get sick! ;-))";
"en";"Stephen just pronounced beer to be “cold wheat tea with bubbles” 😂😂";
"en";"St Mary's running at 98% capacity &amp; replicated across NHS. If there is a harsh winter/flu outbreak it'll be national disaster #Hospital";
"en";"Sick!! @FredVanVleet https://t.co/7PtXMdwUdo";
"en";"Why is Chicago so cold?!😧";
"en";"I'm so cold";
"en";"Remember yesterday when I said I never get sick? I meant to say I RARELY get sick. 🤧";
"en";"Today would have been a great day if I wasn't still sick 🙄😭";
"en";"This better not be some sick joke https://t.co/Vzv2pVTxqq";
"en";"@DailyCaller Those poor girls please take care of them they are sick. Does Russia even know how to treat HIV?";
"en";"Me: *diagnosis self with a common cold* https://t.co/gViVt9oSVb";
"en";"#Ice ice is most welcome in a cold drink on hot day, but not in the heart of winter falling on it 😢 https://t.co/HZuiG7nqII";
"en";"Vertigo is the poor and sick person's HD VR rollercoaster. In other news, I broke my record and got motion sick watching a door open. 🏆";
"en";"@RoddenJamie @ClutchLikeRomo that's sick 😭😭😭😭";
"en";"@Avi_Berri my heart drop my lips turn cold i was really looking forward to meeting you damm girl you cold as ice but blinded at same time";
"en";"Why tf am I still sick";
"en";"THIS PASSION PROJECT IS GOING TO BE SICK.";
"en";"Cold Game. https://t.co/xP4sZ6BqJg";
"en";"Decided to come to the mall since it's too cold to do anything outdoors and I found great deals 💁🏻";
"en";"Haha. 'I'm sick'. We've all used that one to get out of things we didn't want to do. 😉 https://t.co/eIFnyRtdHA";
"en";"Till I grew up now I blew up it makes you sick to your stomach https://t.co/W8v9v7aW2d";
"en";"lmao I'm sick";
"en";"Cold beer here! Our Storm Surge Winter Ale is still 2 for just $6. https://t.co/FhEEfzTC5h";
"en";"*screams 'A COLD ASS RAINDROP JUST FELL ON MY CHEEK' @Holly_Bug826";
"en";"'why tf u ain't eat it cold' 'u can't even make a damn cheese toast' 'I been cooking all my life' I CANT STOP FUCKI… https://t.co/zyQA4hPloN";
"en";"Awesome. Doctors appointment made for me for tonight for potential pneumonia, certainly the flu. Feel like ☠️☠️☠️🤒";
"en";"I'm sick of feeling like shit all the time 😔🤒";
"en-GB";"@CapitalOfficial remixes are sick tonight!!";
"en";"I'm so grateful to God for my incredible wife. Not only did she lead worship today @TwoSaintsChurch (I'm sick) but she's just all awesome.❤️";
"en";"I feel so dam sick";
"en";"'He burned the f*ckin sandwhich, why tf he ain't eat it cold' https://t.co/qW7qVlghrf";
"en";"I wish my mom was here to baby me while im sick 😓";
"en";"Holy shit balls it's cold!!! Ugh";
"en";"rly sick of ppl stealing money from me bc they think i won't notice or something? yes this is a subtweet";
"en";"only good thing about being sick is being able to lay in bed all day and sleep and nobody says anything about it because your sick 🙂";
"en";"rly sick of ppl stealing money from me bc they think i won't notice or something? yes this is a subtweet";
"en";"#selfieforseb I'm sick don't mind my face ✨💖 @sebtsb https://t.co/fZ6AnAlWF9";
"en";"@Cougarmania @EzeHarper @LeighCenturions ok then Eze, Keighley obviously want sick try's scoring.....";
"en";"When did little mix get so sick";
"en";"woke up feeling sooo sick 😭😭";
"en";"I'm sick of my stepdad laughing at me that I'm not grammatic and not well mannered";
"en";"@Oise_A lmao. Are you home sick? 🙄";
"en";"Doctor Doctor Give me the news, I Gotta bad case of some kind of flu #hospitaltunage";
"en";"Home sick &amp; you 'forgot' but if you're sick, I at least check on you.";
"en";"Why the fuck he ain't eat the sandwich cold? https://t.co/T748XSMeiV";
"en";"I have been with zo since Friday and I'm not even sick of her";
"en";"Sick of kvcc screwing with me man";
"en";"@empowereddina @nj1015 how could ANYONE like this?! so many sickos out there. just gross. they cannot be reformed either. #sick";
"en";"Still cold";
"en";"Waiting for Shelby to wake up and slap the shit outta me for coughing.";
"en";"If I get the flu, I think I'm actually just going to quit this semester. And try again later.";
"en";"@dandjclayton Head, feet and hands cold while waiting for the bus to work this morning and airport this afternoon. Home now. 😀";
"en";"Winter in Santa Fe. #celialuzphotography #snow #winter #trees #simplysantafe #santafe #cold @… https://t.co/fU4Y4XMPnf";
"en";"i feel like i'm getting sick 😩";
"en";"Ugh. I finish work and then I get sick. :(";
"en";"Fuzzy socks, big tshirts, Panera and SOA are what make being sick better ❤";
"en";"The weekend I leave for amplify .... the weekend my parents go to Laughlin 🙃 SICK ASS";
"en";"My flow too sick, Kevin Costner couldn't touch me";
"en";"The theatre district in the west end. I'm really warning you now. You're one sick dillusional Woman, pretending to be a victim. STOP";
"en";"Never to cold for one of Mr Smith's smoothies @MoulsecoombSch https://t.co/HgdTShhb4E";
"en";"Can't deal with how cold it is";
"en";"She's 70 years old respect her when she says she cold bb should of got involved #bullies #cbb #cbbuk";
"en";"My mans Boogie Wit Da Hoodie is too cold. Watch this guy BLOW UP in 2017 👀👀 #fire https://t.co/qr4Mzn2TPv";
"en";"Its too cold 😨😪";
"en";"@GFarley_ent Pats fans are panicking. LOL People are debating whether he is sick with the flu or being serious. LORD HAVE MERCY.";
"en";"@stabbE_bot @elaine you are so sick I will get you one day";
"en";"kinda sick of the idea that a girl likes you just bc she gave you her snapchat.........like can we grow up for a sec";
"en";"You're sick lol https://t.co/PLVtHFPArO";
"en";"@laneewilliams_ @ClutchLikeRomo this makes me sick to my stomach. like I feel like I'm bout to throw up.";
"en";"Can't even watch big brother cos it's making me sick";
"en";"I feel so sick after watching that ugh";
"en";"Parìs dreaming 🔝♥️ , #eiffeltower #toureiffel #love #paris #france #litup #cold #snowing… https://t.co/zWQU84ewiN";
"en";"Appetite non existent, fever brazy. That's how my Wednesday is going";
"en";"it's way too cold and rainy outside i wanna go home";
